class,cbo,wmc,lcom
com.github.wxiaoqi.security.common.util.UUIDUtils,0,2,0
com.github.wxiaoqi.security.modules.auth.util.user.JwtTokenUtil,7,2,0
com.github.wxiaoqi.security.common.util.http.HttpUtils,4,26,0
com.github.wxiaoqi.security.auth.client.exception.JwtSignatureException,0,1,0
com.github.wxiaoqi.security.modules.admin.rpc.service.PermissionService,29,33,27
com.github.wxiaoqi.security.generator.config.SwitchDB,7,5,1
com.github.wxiaoqi.security.gate.service.LogService,1,1,0
com.github.wxiaoqi.security.modules.admin.rest.UserController,15,5,0
com.github.wxiaoqi.security.auth.client.config.ServiceAuthConfig,2,7,9
com.github.wxiaoqi.security.auth.client.interceptor.UserAuthRestInterceptor,13,8,1
com.github.wxiaoqi.oss.controller.OssController,9,2,0
com.github.wxiaoqi.security.generator.service.GeneratorService,7,6,0
com.github.wxiaoqi.security.common.exception.BaseException,0,8,22
com.github.wxiaoqi.security.common.msg.TableResultResponse,3,6,0
com.github.wxiaoqi.security.gate.filter.AccessGatewayFilter,31,18,8
com.github.wxiaoqi.security.generator.GeneratorServerBootstrap,4,1,0
com.github.wxiaoqi.security.gate.handler.RequestBodyRoutePredicateFactory,12,10,0
com.github.wxiaoqi.security.modules.admin.vo.AuthorityMenuTree,2,10,17
com.github.wxiaoqi.security.modules.auth.service.AuthService,1,4,6
com.github.wxiaoqi.security.modules.admin.entity.Element,3,44,902
com.github.wxiaoqi.config.LuceneConfiguration,4,1,0
com.github.wxiaoqi.security.common.service.BaseService,1,11,55
com.github.wxiaoqi.security.common.util.jwt.JWTInfo,3,19,0
com.github.wxiaoqi.search.lucene.util.QueryUtil,4,2,1
com.github.wxiaoqi.security.modules.auth.biz.ClientBiz,8,4,1
com.github.wxiaoqi.security.common.exception.auth.ClientTokenException,1,1,0
com.github.wxiaoqi.security.common.util.AddressUtils,6,4,0
com.github.wxiaoqi.security.modules.admin.rpc.UserRest,10,3,0
com.github.wxiaoqi.security.modules.admin.vo.GroupUsers,1,6,3
com.github.wxiaoqi.security.gate.config.GatewayConfig$Anonymous1,1,1,0
com.github.wxiaoqi.security.modules.admin.rest.ElementController,15,4,1
com.github.wxiaoqi.security.modules.auth.controller.OnlineController,10,4,0
com.github.wxiaoqi.security.modules.admin.mapper.UserMapper,3,2,1
com.github.wxiaoqi.security.modules.admin.rest.GateLogController,10,2,0
com.github.wxiaoqi.security.auth.client.interceptor.OkHttpTokenInterceptor,10,1,0
com.github.wxiaoqi.security.common.constant.RedisKeyConstant,0,0,0
com.github.wxiaoqi.security.sample.config.WebConfiguration,8,4,6
com.github.wxiaoqi.security.common.util.StringHelper,0,2,0
com.github.wxiaoqi.security.modules.admin.mapper.MenuMapper,3,3,3
com.github.wxiaoqi.security.generator.config.DynamicDatasourceConfig,11,3,1
com.github.wxiaoqi.security.sample.entity.SampleDataTest,3,20,170
com.github.wxiaoqi.security.modules.admin.mapper.GroupTypeMapper,1,0,0
com.github.wxiaoqi.security.auth.client.exception.JwtIllegalArgumentException,0,1,0
com.github.wxiaoqi.security.modules.admin.biz.GroupTypeBiz,5,0,0
com.github.wxiaoqi.search.lucene.util.IKAnalyzer5x,5,5,0
com.github.wxiaoqi.security.modules.auth.biz.ClientServiceBiz,4,0,0
com.github.wxiaoqi.security.modules.admin.mapper.ElementMapper,3,4,6
com.github.wxiaoqi.security.common.util.Query,0,7,0
com.github.wxiaoqi.security.auth.client.config.UserAuthConfig,4,5,6
com.github.wxiaoqi.security.modules.admin.entity.Group,3,48,1080
com.github.wxiaoqi.security.gate.config.GatewayConfig,14,4,6
com.github.wxiaoqi.security.modules.admin.vo.FrontUserV2,4,0,0
com.github.wxiaoqi.security.modules.admin.biz.UserBiz,6,3,3
com.github.wxiaoqi.security.modules.admin.mapper.ResourceAuthorityMapper,2,1,0
com.github.wxiaoqi.security.modules.auth.service.impl.DBAuthClientService,10,14,0
com.github.wxiaoqi.security.api.vo.authority.PermissionInfo,0,12,54
com.github.wxiaoqi.security.common.constant.RestCodeConstants,0,0,0
com.github.wxiaoqi.security.modules.admin.biz.GroupBiz,14,22,31
com.github.wxiaoqi.security.modules.admin.constant.AdminCommonConstant,0,0,0
com.github.wxiaoqi.security.common.util.http.HttpUtils$TrustAnyTrustManager,0,3,3
com.github.wxiaoqi.security.modules.admin.vo.GroupTree,1,4,0
com.github.wxiaoqi.search.service.impl.LuceneServiceImpl,6,5,0
com.github.wxiaoqi.security.generator.config.DataSourceConfigurer,4,2,1
com.github.wxiaoqi.security.api.vo.authority.CheckPermissionInfo,2,0,0
com.github.wxiaoqi.security.common.util.jwt.IJWTInfo,0,4,6
com.github.wxiaoqi.security.api.vo.user.UserInfo,0,12,56
com.github.wxiaoqi.security.modules.admin.entity.GroupType,3,40,740
com.github.wxiaoqi.security.modules.admin.entity.ResourceAuthority,3,42,813
com.github.wxiaoqi.security.modules.admin.util.Sha256PasswordEncoder,2,3,1
com.github.wxiaoqi.security.modules.auth.interceptor.UserAuthRestInterceptor,11,6,1
com.github.wxiaoqi.security.common.exception.auth.ClientInvalidException,1,1,0
com.github.wxiaoqi.security.modules.admin.biz.ElementBiz,5,5,10
com.github.wxiaoqi.security.gate.service.LogServiceImpl,7,1,0
com.github.wxiaoqi.security.common.exception.auth.UserInvalidException,1,1,0
com.github.wxiaoqi.security.gate.handler.RequestBodyRoutePredicateFactory$Config,1,3,0
com.github.wxiaoqi.security.configuration.UserConfiguration,3,0,0
com.github.wxiaoqi.security.common.msg.TableResultResponse$TableData,1,6,3
com.github.wxiaoqi.security.modules.admin.mapper.GroupMapper,2,4,6
com.github.wxiaoqi.security.common.util.jwt.JWTHelper,8,7,3
com.github.wxiaoqi.oss.cloud.QcloudCloudStorageService,10,9,13
com.github.wxiaoqi.security.modules.admin.entity.User,3,56,1484
com.github.wxiaoqi.security.common.util.jwt.RsaKeyHelper,3,11,55
com.github.wxiaoqi.security.auth.client.jwt.UserAuthUtil,6,4,0
com.github.wxiaoqi.security.configuration.KeyConfiguration,4,0,0
com.github.wxiaoqi.security.auth.client.exception.JwtTokenExpiredException,0,1,0
com.github.wxiaoqi.security.common.constant.UserConstant,0,0,0
com.github.wxiaoqi.security.common.rest.BaseController,15,7,0
com.github.wxiaoqi.security.modules.admin.entity.OnlineLog,1,0,0
com.github.wxiaoqi.oss.cloud.AliyunCloudStorageService,6,7,13
com.github.wxiaoqi.security.auth.client.config.FeignOkHttpConfig,11,1,0
com.github.wxiaoqi.security.modules.admin.biz.ResourceAuthorityBiz,5,0,0
com.github.wxiaoqi.security.modules.auth.mapper.ClientServiceMapper,1,1,0
com.github.wxiaoqi.search.lucene.LuceneDao,23,28,41
com.github.wxiaoqi.security.auth.client.feign.ServiceAuthFeign,5,1,0
com.github.wxiaoqi.security.sample.biz.SampleDataTestBiz,4,0,0
com.github.wxiaoqi.security.modules.admin.entity.GateLog,4,18,135
com.github.wxiaoqi.security.generator.mapper.GeneratorMapper,0,4,6
com.github.wxiaoqi.security.modules.admin.mapper.GateLogMapper,1,0,0
com.github.wxiaoqi.security.modules.auth.runner.AuthServerRunner,7,3,0
com.github.wxiaoqi.security.common.util.ClientUtil,1,10,0
com.github.wxiaoqi.security.common.service.impl.BaseServiceImpl,5,11,0
com.github.wxiaoqi.security.common.msg.ObjectRestResponse,3,3,0
com.github.wxiaoqi.security.modules.admin.rest.MenuController,17,16,26
com.github.wxiaoqi.search.lucene.util.DocumentUtil,8,4,3
com.github.wxiaoqi.security.common.exception.auth.ClientForbiddenException,1,1,0
com.github.wxiaoqi.security.auth.client.configuration.AutoConfiguration,5,2,1
com.github.wxiaoqi.search.controller.SearchController,10,6,0
com.github.wxiaoqi.security.modules.admin.rest.GroupController,19,19,45
com.github.wxiaoqi.security.common.web.ParameterRequestWrapper,2,12,0
com.github.wxiaoqi.security.configuration.RedisConfiguration,6,1,0
com.github.wxiaoqi.security.modules.auth.controller.AuthController,12,7,0
com.github.wxiaoqi.security.generator.utils.GeneratorUtils,9,25,21
com.github.wxiaoqi.ToolBootstrap,4,1,0
com.github.wxiaoqi.security.common.biz.BaseBiz,9,17,0
com.github.wxiaoqi.security.modules.auth.mapper.ClientMapper,2,2,1
com.github.wxiaoqi.security.modules.admin.vo.MenuTree,2,25,266
com.github.wxiaoqi.security.common.context.BaseContextHandler,2,15,60
com.github.wxiaoqi.security.generator.utils.DateUtils,1,3,1
com.github.wxiaoqi.security.generator.config.DynamicDataSourceContextHolder$Anonymous1,0,0,0
