class,cbo,wmc,lcom
com.baiyi.opscloud.core.provider.base.asset.IAssetBusinessRelation,1,2,1
com.baiyi.opscloud.leo.handler.deploy.LeoDeployHandler,14,2,0
com.baiyi.opscloud.core.provider.auth.BaseAuthProvider,9,3,3
com.baiyi.opscloud.datasource.jenkins.model.StringParameterDefinition,7,5,4
com.baiyi.opscloud.workorder.query.impl.OnsTopicEntryQuery,4,2,1
com.baiyi.opscloud.core.factory.DsConfigManager,13,8,2
com.baiyi.opscloud.domain.vo.common.TreeVO$Tree,4,0,0
com.baiyi.opscloud.core.util.AssetUtil,0,6,3
com.baiyi.opscloud.facade.user.base.IUserBusinessPermissionPageQuery,3,2,1
com.baiyi.opscloud.leo.domain.model.LeoJobModel$Fork,5,0,0
com.baiyi.opscloud.facade.leo.LeoReportFacade,2,2,1
com.baiyi.opscloud.common.datasource.GuacamoleConfig,4,0,0
com.baiyi.opscloud.domain.vo.example.ExampleVO$HelloWorld,7,0,0
com.baiyi.opscloud.controller.socket.ContinuousDeliveryBuildController,15,12,13
com.baiyi.opscloud.leo.handler.deploy.strategy.deploy.base.DoDeployStrategy,9,9,10
com.baiyi.opscloud.workorder.entry.AwsTransferCreateUserEntry,0,0,0
com.baiyi.opscloud.common.configuration.properties.OpscloudConfigurationProperties$Paths,0,0,0
com.baiyi.opscloud.core.provider.base.common.ITargetProvider,0,1,0
com.baiyi.opscloud.util.CalendarTest,2,2,1
org.apache.guacamole.websocket.GuacamoleWebSocketTunnelEndpoint$Anonymous2,8,8,0
org.apache.guacamole.websocket.GuacamoleWebSocketTunnelEndpoint$Anonymous3,2,5,0
org.apache.guacamole.websocket.GuacamoleWebSocketTunnelEndpoint$Anonymous1,1,1,0
com.baiyi.opscloud.domain.param.template.TemplateParam$Template,7,0,0
com.baiyi.opscloud.kubernetes.terminal.handler.impl.KubernetesTerminalLogoutHandler,11,3,3
com.baiyi.opscloud.domain.param.auth.AuthResourceParam,3,0,0
com.baiyi.opscloud.datasource.aliyun.provider.AliyunDevopsWorkitemProvider,15,9,21
com.baiyi.opscloud.facade.datasource.DsInstanceScheduleFacade,5,6,15
com.baiyi.opscloud.packer.application.ApplicationPacker,17,3,0
com.baiyi.opscloud.service.project.impl.ProjectResourceServiceImpl,6,7,0
com.baiyi.opscloud.sshserver.aop.aspect.TerminalSizeAspect,14,10,4
com.baiyi.opscloud.mapper.DatasourceInstanceAssetMapper,6,4,6
com.baiyi.opscloud.service.datasource.AliyunLogMemberService,3,8,28
com.baiyi.opscloud.util.DsUtilTest,8,2,0
com.baiyi.opscloud.common.datasource.TencentExmailConfig,4,0,0
com.baiyi.opscloud.datasource.aliyun.ons.entity.OnsRocketMqGroup$Group,6,2,1
com.baiyi.opscloud.datasource.kubernetes.converter.DeploymentAssetConverter,10,9,0
com.baiyi.opscloud.facade.task.AnsiblePlaybookFacade,4,4,6
com.baiyi.opscloud.domain.vo.template.MessageTemplateVO,1,0,0
com.baiyi.opscloud.domain.param.sys.DocumentParam$UpdateDocument,5,0,0
com.baiyi.opscloud.workorder.query.impl.extended.BaseUserGroupExtendedTicketEntryQuery,9,5,3
com.baiyi.opscloud.datasource.aliyun.devops.driver.AliyunDevopsSprintsDriver,5,8,1
com.baiyi.opscloud.datasource.jenkins.entity.JenkinsPipeline$Pipeline,1,0,0
com.baiyi.opscloud.datasource.jenkins.helper.JenkinsVersion,2,26,0
com.baiyi.opscloud.datasource.apollo.driver.ApolloEnvDriver,0,1,0
com.baiyi.opscloud.facade.datasource.DsInstanceAssetSubscriptionFacade,5,6,15
com.baiyi.opscloud.zabbix.v5.feign.constant.ZabbixConstant,0,0,0
com.baiyi.opscloud.facade.sys.impl.AnnouncementFacadeImpl,8,1,0
com.baiyi.opscloud.datasource.huaweicloud.ecs.driver.HuaweicloudEcsDriver,13,9,3
com.baiyi.opscloud.common.exception.ErrorCode,0,2,1
com.baiyi.opscloud.datasource.nexus.entity.NexusComponent$Components,5,1,0
com.baiyi.opscloud.mapper.UserGroupMapper,3,1,0
com.baiyi.opscloud.service.template.impl.TemplateServiceImpl,10,13,0
com.baiyi.opscloud.common.datasource.base.DsManageConfig,0,0,0
org.apache.guacamole.io.GuacamoleReader,2,3,3
com.baiyi.opscloud.service.sys.impl.MenuChildServiceImpl,6,6,0
com.baiyi.opscloud.domain.param.datasource.DsCustomAssetParam$ApolloReleaseAssetPageQuery,9,0,0
com.baiyi.opscloud.facade.sys.CredentialFacade,4,4,6
com.baiyi.opscloud.leo.LeoRuleTest,8,2,0
com.baiyi.opscloud.workorder.helper.TicketApproveHelper,14,7,1
com.baiyi.opscloud.datasource.jenkins.util.JenkinsAuthUtil,3,3,3
com.baiyi.opscloud.sshserver.ExtendedInteractiveShellRunner,11,3,1
com.baiyi.opscloud.domain.param.event.EventParam$UserPermissionEventPageQuery,9,0,0
com.baiyi.opscloud.domain.param.leo.LeoBuildPipelineParam,0,0,0
com.baiyi.opscloud.service.auth.AuthPlatformLogService,3,2,1
com.baiyi.opscloud.domain.param.leo.LeoBuildParam$BuildToolsVersion,3,0,0
com.baiyi.opscloud.domain.vo.leo.LeoBuildVO,4,0,0
com.baiyi.opscloud.leo.domain.model.LeoBaseModel$NexusComponent,4,0,0
com.baiyi.opscloud.factory.credential.base.ICredentialCustomer,1,4,3
com.baiyi.opscloud.datasource.aliyun.cms.driver.AliyunCmsContactGroupDriver,8,4,0
com.baiyi.opscloud.datasource.ansible.entity.ExecResult,4,2,0
com.baiyi.opscloud.datasource.kubernetes.driver.KubernetesServiceDriver,10,24,91
com.baiyi.opscloud.datasource.aws.iam.driver.AmazonIdentityManagementPolicyDriver,19,11,21
com.baiyi.opscloud.aspect.TagClearAspect,13,8,3
com.baiyi.opscloud.service.datasource.DsConfigService,4,5,10
com.baiyi.opscloud.domain.alert.AlertNotifyMedia,5,0,0
com.baiyi.opscloud.zabbix.v5.entity.ZabbixTrigger$Trigger,10,3,1
com.baiyi.opscloud.domain.param.server.ServerParam$ServerPageQuery,8,0,0
com.baiyi.opscloud.service.tag.SimpleTagService,1,3,3
com.baiyi.opscloud.leo.handler.deploy.chain.pre.StartDeployNotificationChainHandler,9,2,1
com.baiyi.opscloud.workorder.query.impl.ApplicationFinOpsEntryQuery,13,5,3
com.baiyi.opscloud.datasource.dingtalk.provider.DingtalkUserProvider,23,15,36
com.baiyi.opscloud.sshserver.SshShellProperties$AuthenticationType,0,0,0
com.baiyi.opscloud.kubernetes.terminal.handler.impl.KubernetesTerminalLoginHandler,15,9,15
com.baiyi.opscloud.datasource.aliyun.provider.AliyunRedisInstanceProvider,13,9,21
com.baiyi.opscloud.datasource.jenkins.model.MavenArtifact,3,9,36
com.baiyi.opscloud.common.constants.enums.DsTypeEnum,3,4,1
com.baiyi.opscloud.zabbix.v5.entity.ZabbixProxy,1,0,0
com.baiyi.opscloud.datasource.aliyun.rds.entity.AliyunRds$Database,8,1,0
com.baiyi.opscloud.datasource.aws.iam.entity.IamPolicyDocument$Statement,7,0,0
com.baiyi.opscloud.domain.vo.env.EnvVO$Env,6,0,0
com.baiyi.opscloud.common.datasource.AliyunConfig$Ons,3,0,0
com.baiyi.opscloud.common.datasource.AliyunEventBridgeConfig,4,0,0
com.baiyi.opscloud.facade.user.impl.UserFacadeImplTest,4,1,0
com.baiyi.opscloud.sshserver.postprocess.PostProcessor,2,3,3
com.baiyi.opscloud.order.OrderFacadeTest,5,1,0
com.baiyi.opscloud.workorder.query.impl.base.BaseTicketEntryQuery,11,9,21
com.baiyi.opscloud.datasource.aliyun.acr.entity.AliyunAcr$Namespace,8,1,0
com.baiyi.opscloud.domain.param.project.ProjectParam$ProjectApplication,9,0,0
com.baiyi.opscloud.datasource.jenkins.model.Build,7,30,29
com.baiyi.opscloud.datasource.manager.DsAuthManager,12,9,10
com.baiyi.opscloud.controller.http.DocumentController,23,8,0
com.baiyi.opscloud.domain.base.BaseProjectResource,2,0,0
com.baiyi.opscloud.sshserver.interactive.StoppableInteractiveInput,5,2,1
com.baiyi.opscloud.common.aspect.SingleTaskAspect,17,10,15
com.baiyi.opscloud.mapper.SerDeploySubtaskCallbackMapper,1,0,0
com.baiyi.opscloud.datasource.nexus.NexusTest,10,3,3
com.baiyi.opscloud.datasource.kubernetes.driver.KubernetesNamespaceDriver,5,7,3
com.baiyi.opscloud.facade.leo.LeoChartFacade,0,1,0
com.baiyi.opscloud.service.auth.AuthRoleMenuService,1,4,6
com.baiyi.opscloud.common.constants.KubernetesProviders,1,1,0
com.baiyi.opscloud.other.OtherTest$ATest,5,0,0
com.baiyi.opscloud.datasource.facade.am.MFADelegate,13,2,0
com.baiyi.opscloud.domain.param.ser.SerDeployParam$AddSubTask,3,0,0
com.baiyi.opscloud.domain.param.server.business.BusinessPropertyParam$Property,4,0,0
com.baiyi.opscloud.workorder.processor.impl.NewApplicationTicketProcessor,22,15,8
com.baiyi.opscloud.leo.exception.LeoTemplateException,4,2,0
com.baiyi.opscloud.domain.param.application.ApplicationParam$Query,3,0,0
com.baiyi.opscloud.packer.server.ServerGroupPacker,12,2,1
com.baiyi.opscloud.sshcore.table.converter.ConsoleConverter,5,35,90
com.baiyi.opscloud.datasource.aws.ec2.entity.Ec2Instance,1,0,0
com.baiyi.opscloud.datasource.message.AliyunSmsResponse,0,0,0
com.baiyi.opscloud.zabbix.v5.entity.ZabbixUser,3,0,0
com.baiyi.opscloud.event.consumer.EventConsumerFactory,1,3,0
com.baiyi.opscloud.domain.generator.opscloud.ServerGroup,9,0,0
com.baiyi.opscloud.leo.domain.model.LeoJobModel$CRInstance,5,0,0
com.baiyi.opscloud.datasource.message.AliyunVmsResponse$SingleCallByTts,2,0,0
com.baiyi.opscloud.datasource.kubernetes.KubernetesServiceTest,10,7,3
com.baiyi.opscloud.datasource.lxhl.feign.MessageServiceFeign,2,1,0
com.baiyi.opscloud.workorder.processor.impl.ApolloTicketProcessor,2,2,1
com.baiyi.opscloud.workorder.constants.ProcessStatusConstants,1,1,0
com.baiyi.opscloud.sshcore.config.TerminalConfigurationProperties$Suffix,0,0,0
com.baiyi.opscloud.datasource.sonar.entity.SonarMeasures,3,0,0
com.baiyi.opscloud.facade.auth.PlatformAuthValidator,2,1,0
com.baiyi.opscloud.aspect.ServiceExceptionAspect,10,4,1
com.baiyi.opscloud.workorder.processor.impl.OnsGroupTicketProcessor,15,15,19
com.baiyi.opscloud.domain.param.sys.DocumentParam$DocumentQuery,3,0,0
com.baiyi.opscloud.domain.vo.user.UserVO$UserMFA,6,0,0
com.baiyi.opscloud.domain.vo.ser.SerDeployVO$SubTask,12,1,0
com.baiyi.opscloud.domain.vo.leo.LeoTemplateVO,2,0,0
com.baiyi.opscloud.terminal.handler.impl.ServerTerminalCommandHandler,10,9,10
com.baiyi.opscloud.zabbix.v5.entity.base.ZabbixResponse,0,0,0
com.baiyi.opscloud.datasource.huaweicloud.ecs.driver.HuaweicloudEcsDriver$Query,0,0,0
com.baiyi.opscloud.service.leo.impl.LeoRuleServiceImpl,9,8,0
com.baiyi.opscloud.factory.credential.CredentialCustomerFactory,3,4,0
com.baiyi.opscloud.common.datasource.KubernetesConfig$Deployment,4,0,0
com.baiyi.opscloud.leo.handler.build.base.IBuildStrategy,1,1,0
com.baiyi.opscloud.util.AssetUtilTest,8,8,10
com.baiyi.opscloud.datasource.nacos.param.NacosClusterParam$NodesQuery,6,0,0
com.baiyi.opscloud.common.datasource.DingtalkConfig$Robot,3,0,0
com.baiyi.opscloud.leo.domain.model.LeoBaseModel$GitLabCommit,4,0,0
com.baiyi.opscloud.facade.datasource.instance.GitLabInstanceStore,13,5,6
com.baiyi.opscloud.datasource.aliyun.dms.entity.DmsTenant$Tenant,3,0,0
com.baiyi.opscloud.datasource.aliyun.core.AliyunClient,9,1,0
com.baiyi.opscloud.zabbix.v5.driver.ZabbixV5ActionDriver,23,10,15
com.baiyi.opscloud.domain.generator.opscloud.AlertNotifyEvent,6,0,0
com.baiyi.opscloud.leo.holder.LeoHeartbeatHolder,8,8,0
com.baiyi.opscloud.domain.generator.opscloud.AuthRoleMenu,5,0,0
com.baiyi.opscloud.datasource.kubernetes.converter.NodeAssetConverter,8,4,1
com.baiyi.opscloud.datasource.jenkins.model.PluginDependency,3,16,0
com.baiyi.opscloud.leo.handler.deploy.strategy.notification.EndNotificationWithRollingStrategy,4,3,3
com.baiyi.opscloud.datasource.dingtalk.feign.DingtalkDepartmentFeign,7,2,1
com.baiyi.opscloud.tencent.exmail.entity.ExmailUser,11,1,0
com.baiyi.opscloud.domain.vo.server.ServerTreeVO$Tree,5,0,0
com.baiyi.opscloud.datasource.kubernetes.base.BaseKubernetesTest,4,2,0
com.baiyi.opscloud.leo.message.util.VersionRenderer,3,17,3
com.baiyi.opscloud.zabbix.v5.entity.ZabbixUser$UpdateUserResponse,4,0,0
com.baiyi.opscloud.domain.constants.SerDeploySubTaskConstants,1,1,0
com.baiyi.opscloud.datasource.aliyun.ram.driver.AliyunRamUserDriver,35,31,0
com.baiyi.opscloud.domain.param.sys.MenuParam$AuthRoleMenuSave,4,0,0
com.baiyi.opscloud.workorder.entry.AwsTransferCreateUserEntry$TransferUser,5,1,0
com.baiyi.opscloud.domain.generator.opscloud.DatasourceInstanceAssetRelation,8,0,0
com.baiyi.opscloud.sshserver.SshShellProperties$Prompt,2,0,0
com.baiyi.opscloud.packer.sys.CredentialPacker,11,4,1
com.baiyi.opscloud.datasource.nexus.entity.NexusAsset,1,0,0
com.baiyi.opscloud.leo.handler.build.chain.pre.ElectInstanceChainHandler,20,15,6
com.baiyi.opscloud.domain.param.kubernetes.BaseKubernetesParam$IResource,0,3,3
